state,city,latitude,longitude                                                                                                 
IL,St. Elmo city,39.021775,-88.851406
IL,Ste. Marie village,38.930045,-88.027748
IL,St. Francisville city,38.591913,-87.647546
IL,St. Jacob village,38.718016,-89.763258
IL,St. Johns village,38.034854,-89.238563
IL,St. Joseph village,40.114713,-88.03562
IL,St. Libory village,38.363067,-89.718104
IL,St. Peter village,38.867559,-88.850386
IL,St. Rose village,38.682616,-89.553607
IL,Salem city,38.627537,-88.959448
IL,Sammons Point village,41.032362,-87.858252
IL,Sandoval village,38.612137,-89.119345
IL,Sandwich city,41.650067,-88.619021
IL,San Jose village,40.30515,-89.604761
IL,Sauget village,38.585865,-90.153131
IL,Sauk Village village,41.490094,-87.570624
IL,Saunemin village,40.892186,-88.405325
IL,Savanna city,42.093843,-90.139065
IL,Savoy village,40.060246,-88.254993
IL,Sawyerville village,39.0819,-89.804504
IL,Saybrook village,40.428122,-88.526162
IL,Scales Mound village,42.474832,-90.252627
IL,Schaumburg village,42.0289,-88.083773
IL,Schiller Park village,41.958626,-87.869317
IL,Schram City village,39.159808,-89.466793
IL,Sciota village,40.562619,-90.748029
IL,Scott AFB CDP,38.542974,-89.852127
IL,Scottville village,39.477713,-90.103786
IL,Seaton village,41.102323,-90.799113
IL,Seatonville village,41.368891,-89.272647
IL,Secor village,40.741785,-89.135007
IL,Seneca village,41.302634,-88.614667
IL,Serena CDP,41.487169,-88.731881
IL,Sesser city,38.090336,-89.050813
IL,Seymour CDP,40.106809,-88.427071
IL,Shabbona village,41.764305,-88.882179
IL,Shannon village,42.152447,-89.740174
IL,Shawneetown city,37.715906,-88.18671
IL,Sheffield village,41.35796,-89.739188
IL,Shelbyville city,39.40948,-88.800038
IL,Sheldon village,40.77102,-87.565758
IL,Sheridan village,41.529521,-88.6807
IL,Sherman village,39.890304,-89.604463
IL,Sherrard village,41.314204,-90.497216
IL,Shiloh village,38.552025,-89.915139
IL,Shipman town,39.119488,-90.045189
IL,Shirley CDP,40.407464,-89.064271
IL,Shorewood village,41.517527,-88.215155
IL,Shumway village,39.183431,-88.653209
IL,Sibley village,40.587623,-88.378217
IL,Sidell village,39.909721,-87.823604
IL,Sidney village,40.0254,-88.072196
IL,Sigel town,39.225473,-88.494659
IL,Silvis city,41.49766,-90.410139
IL,Simpson village,37.467445,-88.757879
IL,Sims village,38.361844,-88.535465
IL,Skokie village,42.03597,-87.739994
IL,Sleepy Hollow village,42.090287,-88.313712
IL,Smithboro village,38.894558,-89.339902
IL,Smithfield village,40.474427,-90.29488
IL,Smithton village,38.414342,-89.990095
IL,Smithville CDP,40.658954,-89.803114
IL,Solon Mills CDP,42.442125,-88.27641
IL,Somonauk village,41.634747,-88.687476
IL,Sorento village,39.00079,-89.574839
IL,South Barrington village,42.088992,-88.157184
IL,South Beloit city,42.484842,-89.027433
IL,South Chicago Heights village,41.483406,-87.637201
IL,South Elgin village,41.98946,-88.312618
IL,Southern View village,39.754617,-89.651724
IL,South Holland village,41.598372,-87.602736
IL,South Jacksonville village,39.69936,-90.224034
IL,South Pekin village,40.495497,-89.652382
IL,South Roxana village,38.810614,-90.059939
IL,South Wilmington village,41.174495,-88.279455
IL,Sparland village,41.029609,-89.44118
IL,Sparta city,38.139419,-89.730509
IL,Spaulding village,39.866192,-89.545053
IL,Spillertown village,37.765239,-88.923928
IL,Spring Bay village,40.821249,-89.531131
IL,Springerton village,38.178571,-88.354777
IL,Springfield city,39.791063,-89.644572
IL,Spring Grove village,42.450749,-88.240232
IL,Spring Valley city,41.322939,-89.18335
IL,Standard village,41.255767,-89.181734
IL,Standard City village,39.350198,-89.78385
IL,Stanford village,40.432182,-89.220763
IL,Staunton city,39.011668,-89.790737
IL,Steeleville village,38.008405,-89.662406
IL,Steger village,41.472313,-87.617697
IL,Sterling city,41.799688,-89.695933
IL,Steward village,41.847803,-89.020021
IL,Stewardson village,39.263824,-88.630134
IL,Stickney village,41.817025,-87.7737
IL,Stillman Valley village,42.105427,-89.178989
IL,Stockton village,42.352519,-90.002019
IL,Stonefort village,37.621542,-88.704066
IL,Stone Park village,41.903236,-87.880701
IL,Stonington village,39.638517,-89.192044
IL,Stoy village,38.996791,-87.833559
IL,Strasburg village,39.349737,-88.621813
IL,Strawn village,40.653721,-88.399951
IL,Streamwood village,42.020586,-88.177771
IL,Streator city,41.124979,-88.829592
IL,Stronghurst village,40.746222,-90.909395
IL,Sublette village,41.643689,-89.230912
IL,Sugar Grove village,41.768621,-88.448896
IL,Sullivan city,39.595166,-88.608949
IL,Summerfield village,38.595526,-89.7496
IL,Summit village,41.788452,-87.813921
IL,Sumner city,38.715378,-87.866692
IL,Sunnyland CDP,41.571969,-88.144856
IL,Sun River Terrace village,41.123409,-87.733299
IL,Swansea village,38.551779,-89.987506
IL,Swedona CDP,41.280094,-90.443386
IL,Sycamore city,41.996728,-88.677644
IL,Symerton village,41.325604,-88.053083
IL,Table Grove village,40.365034,-90.425239
IL,Tallula village,39.945725,-89.93661
IL,Tamaroa village,38.136342,-89.229266
IL,Tamms village,37.241541,-89.271329
IL,Tampico village,41.630755,-89.785127
IL,Taylor Ridge CDP,41.389188,-90.670504
IL,Taylor Springs village,39.131886,-89.494971
IL,Taylorville city,39.562729,-89.308259
IL,Tennessee village,40.411428,-90.836231
IL,Teutopolis village,39.131998,-88.479564
IL,Thawville village,40.673121,-88.113651
IL,Thayer village,39.540378,-89.758042
IL,Thebes village,37.212416,-89.450657
IL,The Galena Territory CDP,42.39373,-90.324986
IL,Third Lake village,42.369763,-88.009092
IL,Thomasboro village,40.243895,-88.187664
IL,Thompsonville village,37.911304,-88.765018
IL,Thomson village,41.974701,-90.112224
IL,Thornton village,41.574149,-87.6193
IL,Tilden village,38.212024,-89.683675
IL,Tilton village,40.094978,-87.642148
IL,Timberlane village,42.335726,-88.866109
IL,Time village,39.561154,-90.723575
IL,Tinley Park village,41.568579,-87.804217
IL,Tiskilwa village,41.292785,-89.508146
IL,Toledo village,39.272782,-88.242187
IL,Tolono village,39.991253,-88.262482
IL,Toluca city,41.004431,-89.133879
IL,Tonica village,41.21587,-89.069956
IL,Topeka village,40.330362,-89.930612
IL,Toulon city,41.093372,-89.863178
IL,Tovey village,39.588251,-89.448554
IL,Towanda village,40.563352,-88.900731
IL,Tower Hill village,39.386774,-88.959249
IL,Tower Lakes village,42.227844,-88.15524
IL,Tremont village,40.525115,-89.489007
IL,Trenton city,38.608301,-89.685228
IL,Trilla CDP,39.375124,-88.350713
IL,Triumph CDP,41.499321,-89.019862
IL,Trivoli CDP,40.697528,-89.889067
IL,Trout Valley village,42.195703,-88.250688
IL,Troy city,38.739672,-89.882547
IL,Troy Grove village,41.465701,-89.081542
IL,Tuscola city,39.795912,-88.275483
IL,Twin Grove CDP,40.479324,-89.101516
IL,Ullin village,37.280226,-89.175797
IL,Union village,42.231567,-88.54478
IL,Union Hill village,41.108476,-88.146167
IL,Unity CDP,37.152059,-89.27302
IL,University Park village,41.446894,-87.712969
IL,Urbana city,40.110126,-88.197323
IL,Ursa village,40.074171,-91.37238
IL,Valier village,38.017971,-89.043689
IL,Valley City village,39.70721,-90.649398
IL,Valmeyer village,38.305919,-90.298361
IL,Vandalia city,38.974564,-89.110695
IL,Varna village,41.035246,-89.224316
IL,Venedy village,38.396607,-89.645643
IL,Venetian Village CDP,42.406072,-88.045525
IL,Venice city,38.671997,-90.169316
IL,Vergennes village,37.901933,-89.340158
IL,Vermilion village,39.580177,-87.58795
IL,Vermont village,40.295715,-90.429018
IL,Vernon village,38.801392,-89.087548
IL,Vernon Hills village,42.234407,-87.961064
IL,Verona village,41.215724,-88.504913
IL,Versailles village,39.88385,-90.658982
IL,Victoria village,41.033649,-90.087306
IL,Vienna city,37.413624,-88.886577
IL,Villa Grove city,39.864477,-88.159729
IL,Villa Park village,41.885612,-87.978235
IL,Viola village,41.205323,-90.586188
IL,Virden city,39.506061,-89.771102
IL,Virgil village,41.955732,-88.528977
IL,Virginia city,39.952942,-90.210446
IL,Volo village,42.330427,-88.153185
IL,Wadsworth village,42.450687,-87.925147
IL,Waggoner village,39.377529,-89.65258
IL,Walnut village,41.557085,-89.591247
IL,Walnut Hill village,38.477947,-89.044393
IL,Walshville village,39.069029,-89.618941
IL,Waltonville village,38.216133,-89.038197
IL,Wamac city,38.490941,-89.14786
IL,Wapella village,40.221774,-88.961188
IL,Warren village,42.494827,-89.991229
IL,Warrensburg village,39.931953,-89.062761
IL,Warrenville city,41.820977,-88.187454
IL,Warsaw city,40.351045,-91.428019
IL,Washburn village,40.920315,-89.291746
IL,Washington city,40.706396,-89.433463
IL,Washington Park village,38.628459,-90.092563
IL,Wataga village,41.02523,-90.275446
IL,Waterloo city,38.341214,-90.152716
IL,Waterman village,41.765591,-88.763066
IL,Watseka city,40.775105,-87.730374
IL,Watson village,39.026137,-88.56856
IL,Wauconda village,42.277005,-88.135272
IL,Waukegan city,42.369447,-87.870898
IL,Waverly city,39.59257,-89.95276
IL,Wayne village,41.947255,-88.253231
IL,Wayne City village,38.348062,-88.589582
IL,Waynesville village,40.241253,-89.124478
IL,Wedron CDP,41.438306,-88.774891
IL,Weldon village,40.12163,-88.749742
IL,Wellington village,40.541093,-87.679896
IL,Wenona city,41.048655,-89.052258
IL,Wenonah village,39.319998,-89.28798
IL,West Brooklyn village,41.693032,-89.14725
IL,Westchester village,41.849196,-87.890619
IL,West Chicago city,41.894469,-88.221121
IL,West City village,37.996016,-88.948894
IL,West Dundee village,42.107115,-88.331525
IL,Western Springs village,41.802278,-87.900556
IL,Westervelt CDP,39.479058,-88.861198
IL,Westfield village,39.455534,-87.996449
IL,West Frankfort city,37.899495,-88.930814
IL,Westlake Village CDP,42.309838,-89.292479
IL,West Liberty CDP,38.852381,-88.085242
IL,Westmont village,41.794371,-87.97286
IL,West Peoria city,40.696965,-89.639892
IL,West Point village,40.255576,-91.183307
IL,West Salem village,38.520096,-88.0093
IL,West Union CDP,39.213674,-87.666558
IL,Westville village,40.044014,-87.638906
IL,West York CDP,39.168841,-87.67304
IL,Wheaton city,41.856833,-88.108126
IL,Wheeler village,39.043042,-88.318765
IL,Wheeling village,42.129614,-87.921503
IL,Whiteash CDP,37.783799,-88.93068
IL,White City village,39.070641,-89.769652
IL,White Hall city,39.438554,-90.401075
IL,White Heath CDP,40.086811,-88.511649
IL,Williamsfield village,40.926379,-90.018168
IL,Williamson village,38.98453,-89.762536
IL,Williamsville village,39.956112,-89.543628
IL,Willisville village,37.982804,-89.589787
IL,Willowbrook village,41.767315,-87.94215
IL,Willowbrook CDP,41.447596,-87.531621
IL,Willow Hill village,38.995838,-88.021817
IL,Willow Lake CDP,42.33422,-89.635349
IL,Willow Springs village,41.734137,-87.88401
IL,Wilmette village,42.077323,-87.728621
IL,Wilmington village,39.480683,-90.486766
IL,Wilmington city,41.319383,-88.160248
IL,Wilsonville village,39.068983,-89.855065
IL,Wilton Center CDP,41.351699,-87.95673
IL,Winchester city,39.629778,-90.455964
IL,Windsor village,41.201826,-90.444349
IL,Windsor city,39.4389,-88.595389
IL,Winfield village,41.87848,-88.150206
IL,Winnebago village,42.267088,-89.23397
IL,Winnetka village,42.10621,-87.742764
IL,Winslow village,42.493001,-89.794872
IL,Winthrop Harbor village,42.480614,-87.829557
IL,Witt city,39.253852,-89.348795
IL,Wonder Lake village,42.383405,-88.35004
IL,Wood Dale city,41.966306,-87.980851
IL,Woodhull village,41.178451,-90.32223
IL,Woodland village,40.71511,-87.73111
IL,Woodlawn village,38.328269,-89.034467
IL,Woodridge village,41.737392,-88.04413
IL,Wood River city,38.86327,-90.077644
IL,Woodson village,39.62741,-90.225635
IL,Woodstock city,42.309548,-88.435344
IL,Worden village,38.931113,-89.840233
IL,Worth village,41.688211,-87.792577
IL,Wyanet village,41.360914,-89.582727
IL,Wyoming city,41.063799,-89.772852
IL,Xenia village,38.637264,-88.637515
IL,Yale village,39.120294,-88.024559
IL,Yates City village,40.777647,-90.013897
IL,Yorkville city,41.661736,-88.428596
IL,Zeigler city,37.9057,-89.053271
IL,Zion city,42.459909,-87.851121
IN,Aberdeen CDP,41.441794,-87.116618
IN,Advance town,39.995552,-86.619922
IN,Akron town,41.038829,-86.024923
IN,Alamo town,39.983429,-87.055233
IN,Albany town,40.305954,-85.232191
IN,Albion town,41.396592,-85.418694
IN,Alexandria city,40.262964,-85.673683
IN,Alfordsville town,38.560296,-86.948557
IN,Alton town,38.1201,-86.418595
IN,Altona town,41.35216,-85.152539
IN,Ambia town,40.489311,-87.516274
IN,Amboy town,40.602756,-85.927359
IN,Americus CDP,40.524482,-86.744622
IN,Amo town,39.688878,-86.612692
IN,Anderson city,40.089766,-85.689449
IN,Andrews town,40.859914,-85.602124
IN,Angola city,41.64109,-85.010973
IN,Arcadia town,40.174173,-86.021036
IN,Argos town,41.237621,-86.253166
IN,Arlington CDP,39.650255,-85.584797
IN,Ashley town,41.521494,-85.061398
IN,Atlanta town,40.213862,-86.027018
IN,Attica city,40.287372,-87.245179
IN,Auburn city,41.367629,-85.054985
IN,Aurora city,39.069774,-84.904746
IN,Austin city,38.741693,-85.811696
IN,Avilla town,41.363743,-85.231737
IN,Avoca CDP,38.917196,-86.555642
IN,Avon town,39.760713,-86.394145
IN,Bainbridge town,39.7614,-86.81126
IN,Bargersville town,39.542637,-86.203247
IN,Bass Lake CDP,41.234199,-86.585683
IN,Batesville city,39.297698,-85.213455
IN,Battle Ground town,40.507515,-86.852674
IN,Bedford city,38.860167,-86.489503
IN,Beech Grove city,39.715669,-86.087018
IN,Berne city,40.657271,-84.955505
IN,Bethany town,39.533804,-86.378821
IN,Beverly Shores town,41.691148,-86.978774
IN,Bicknell city,38.774312,-87.307797
IN,Birdseye town,38.312721,-86.698508
IN,Blanford CDP,39.667,-87.520268
IN,Bloomfield town,39.026135,-86.937368
IN,Bloomingdale town,39.830562,-87.250166
IN,Bloomington city,39.1637,-86.524264
IN,Blountsville town,40.060255,-85.239836
IN,Bluffton city,40.743479,-85.172111
IN,Boonville city,38.046674,-87.291088
IN,Borden town,38.47198,-85.948165
IN,Boston town,39.741178,-84.851721
IN,Boswell town,40.517189,-87.375343
IN,Bourbon town,41.299394,-86.116852
IN,Brazil city,39.522449,-87.124479
IN,Bremen town,41.448762,-86.150654
IN,Bright CDP,39.224924,-84.862326
IN,Bringhurst CDP,40.526877,-86.525167
IN,Bristol town,41.718574,-85.824653
IN,Brook town,40.866097,-87.365722
IN,Brooklyn town,39.544518,-86.369851
IN,Brooksburg town,38.735859,-85.245327
IN,Brookston town,40.600946,-86.866353
IN,Brookville town,39.423273,-85.01016
IN,Brownsburg town,39.83347,-86.383005
IN,Brownstown town,38.879079,-86.047693
IN,Bruceville town,38.75802,-87.4154
IN,Bryant town,40.535832,-84.963342
IN,Buck Creek CDP,40.48745,-86.76219
IN,Buffalo CDP,40.889394,-86.73609
IN,Bunker Hill town,40.660075,-86.101424
IN,Burket town,41.154897,-85.968731
IN,Burlington town,40.481958,-86.394646
IN,Burnettsville town,40.761179,-86.594687
IN,Burns City CDP,38.817097,-86.89374
IN,Burns Harbor town,41.618922,-87.125869
IN,Burrows CDP,40.677015,-86.509374
IN,Butler city,41.42744,-84.872119
IN,Butlerville CDP,39.032589,-85.512923
IN,Cadiz town,39.950923,-85.486891
IN,Cambridge City town,39.812084,-85.17082
IN,Camden town,40.609941,-86.539349
IN,Campbellsburg town,38.652317,-86.264603
IN,Canaan CDP,38.865377,-85.300834
IN,Cannelburg town,38.667901,-86.997585
IN,Cannelton city,37.911543,-86.738709
IN,Carbon town,39.599219,-87.107745
IN,Carlisle town,38.960778,-87.401424
IN,Carmel city,39.965479,-86.148369
IN,Carthage town,39.736817,-85.571422
IN,Cayuga town,39.947334,-87.464571
IN,Cedar Grove town,39.355949,-84.937076
IN,Cedar Lake town,41.372342,-87.441971
IN,Center Point town,39.415766,-87.075574
IN,Centerville town,39.821987,-84.99925
IN,Chalmers town,40.662473,-86.867741
IN,Chandler town,38.037298,-87.374075
IN,Charlestown city,38.429839,-85.670366
IN,Chesterfield town,40.113023,-85.594338
IN,Chesterton town,41.599822,-87.054996
IN,Chrisney town,38.010613,-87.030996
IN,Churubusco town,41.230964,-85.319672
IN,Cicero town,40.121932,-86.034042
IN,Clarksburg CDP,39.435284,-85.347205
IN,Clarks Hill town,40.247206,-86.724412
IN,Clarksville town,38.322082,-85.767576
IN,Clay City town,39.276986,-87.11271
IN,Claypool town,41.130758,-85.882272
IN,Clayton town,39.689346,-86.523539
IN,Clear Lake town,41.738986,-84.834443
IN,Clermont town,39.816523,-86.320678
IN,Clifford town,39.282638,-85.869051
IN,Clinton city,39.660965,-87.404659
IN,Cloverdale town,39.521221,-86.798689
IN,Coalmont CDP,39.189623,-87.219495
IN,Coatesville town,39.688449,-86.669388
IN,Colburn CDP,40.518777,-86.712192
IN,Colfax town,40.194182,-86.666942
IN,Collegeville CDP,40.905805,-87.16116
IN,Columbia City city,41.163051,-85.478751
IN,Columbus city,39.208684,-85.919059
IN,Connersville city,39.658023,-85.141747
IN,Converse town,40.578913,-85.87537
IN,Cordry Sweetwater Lakes CDP,39.30693,-86.123805
IN,Corunna town,41.435859,-85.14415
IN,Corydon town,38.212865,-86.125564
IN,Country Club Heights town,40.124412,-85.687735
IN,Country Squire Lakes CDP,39.037942,-85.685283
IN,Covington city,40.140784,-87.391689
IN,Crandall town,38.288097,-86.065948
IN,Crane town,38.894296,-86.901258
IN,Crawfordsville city,40.042826,-86.897545
IN,Cromwell town,41.403261,-85.614277
IN,Crothersville town,38.794455,-85.840023
IN,Crown Point city,41.41711,-87.347425
IN,Crows Nest town,39.856481,-86.169064
IN,Culver town,41.216606,-86.424283
IN,Cumberland town,39.786773,-85.944598
IN,Cynthiana town,38.187258,-87.70853
IN,Dale town,38.184861,-86.970411
IN,Daleville town,40.118872,-85.556247
IN,Dana town,39.807257,-87.494534
IN,Danville town,39.758812,-86.495282
IN,Darlington town,40.107313,-86.776738
IN,Darmstadt town,38.091371,-87.576844
IN,Dayton town,40.375125,-86.773895
IN,Decatur city,40.828854,-84.927813
IN,Decker town,38.518359,-87.524048
IN,Deer Creek CDP,40.615023,-86.390421
IN,Delphi city,40.583408,-86.666811
IN,De Motte town,41.199271,-87.195453
IN,Denver town,40.864762,-86.077093
IN,Deputy CDP,38.795115,-85.652724
IN,Dillsboro town,39.018448,-85.053041
IN,Dover Hill CDP,38.719172,-86.801256
IN,Dresser CDP,39.463328,-87.423929
IN,Dublin town,39.812537,-85.205175
IN,Dubois CDP,38.446328,-86.797466
IN,Dugger town,39.070367,-87.259038
IN,Dune Acres town,41.651804,-87.088791
IN,Dunkirk city,40.374326,-85.208209
IN,Dunlap CDP,41.634651,-85.922588
IN,Dunreith town,39.802817,-85.436633
IN,Dupont town,38.891464,-85.516724
IN,Dyer town,41.497693,-87.509039
IN,Earl Park town,40.685631,-87.420124
IN,East Chicago city,41.64813,-87.452885
IN,East Enterprise CDP,38.870221,-84.989048
IN,East Germantown town,39.813163,-85.137025
IN,Eaton town,40.326892,-85.357029
IN,Economy town,39.977296,-85.086846
IN,Edgewood town,40.103208,-85.737461
IN,Edinburgh town,39.350889,-85.962485
IN,Edwardsport town,38.812519,-87.251272
IN,Elberfeld town,38.16165,-87.448155
IN,Elizabeth town,38.124059,-85.973855
IN,Elizabethtown town,39.135079,-85.812438
IN,Elkhart city,41.691689,-85.963402
IN,Ellettsville town,39.232206,-86.624141
IN,Elnora town,38.876196,-87.084637
IN,Elwood city,40.273823,-85.837288
IN,Emison CDP,38.797786,-87.461371
IN,English town,38.340763,-86.459156
IN,Etna Green town,41.275521,-86.042699
IN,Evansville city,37.987737,-87.534705
IN,Fairland town,39.584783,-85.862391
IN,Fairmount town,40.417256,-85.647716
IN,Fairview Park town,39.682072,-87.414255
IN,Farmersburg town,39.252519,-87.380728
IN,Farmland town,40.189537,-85.127331
IN,Ferdinand town,38.227952,-86.862459
IN,Fillmore town,39.669724,-86.753173
IN,Fishers city,39.959285,-85.966886
IN,Fish Lake CDP,41.557502,-86.545545
IN,Flora town,40.545484,-86.522568
IN,Florence CDP,38.78263,-84.925784
IN,Fontanet CDP,39.577314,-87.230586
IN,Fort Branch town,38.245827,-87.573215
IN,Fortville town,39.924807,-85.846348
IN,Fort Wayne city,41.089132,-85.1439
IN,Foster CDP,40.14157,-87.468653
IN,Fountain City town,39.954739,-84.919133
IN,Fowler town,40.617228,-87.317929
IN,Fowlerton town,40.409608,-85.572755
IN,Francesville town,40.985297,-86.883696
IN,Francisco town,38.33268,-87.447985
IN,Frankfort city,40.281025,-86.521254
IN,Franklin city,39.494549,-86.05167
IN,Frankton town,40.221014,-85.771983
IN,Fredericksburg CDP,38.435541,-86.196183
IN,Freelandville CDP,38.865345,-87.310217
IN,Freetown CDP,38.979118,-86.130113
IN,Fremont town,41.727622,-84.938855
IN,French Lick town,38.545551,-86.619132
IN,Fulton town,40.946317,-86.264206
IN,Galena CDP,38.357225,-85.937858
IN,Galveston town,40.57669,-86.192327
IN,Garrett city,41.352612,-85.123752
IN,Gary city,41.59074,-87.347113
IN,Gas City city,40.48865,-85.594335
IN,Gaston town,40.314005,-85.501005
IN,Geneva town,40.596721,-84.957252
IN,Gentryville town,38.110003,-87.033965
IN,Georgetown town,38.298798,-85.963054
IN,Glenwood town,39.625586,-85.302437
IN,Goodland town,40.763711,-87.295204
IN,Goshen city,41.574921,-85.830793
IN,Gosport town,39.350685,-86.666456
IN,Grabill town,41.209468,-84.968158
IN,Grandview town,37.936029,-86.983432
IN,Granger CDP,41.737729,-86.134382
IN,Greencastle city,39.641841,-86.846339
IN,Greendale city,39.147725,-84.829924
IN,Greenfield city,39.793283,-85.772548
IN,Green Hill CDP,40.413608,-87.111797
IN,Greensboro town,39.878548,-85.463972
IN,Greensburg city,39.351019,-85.501189
IN,Greens Fork town,39.891458,-85.03915
IN,Greentown town,40.477833,-85.962677
IN,Greenville town,38.372589,-85.982203
IN,Greenwood city,39.60299,-86.108505
IN,Griffin town,38.204304,-87.91492
IN,Griffith town,41.527646,-87.423882
IN,Grissom AFB CDP,40.657128,-86.145425
IN,Hagerstown town,39.914581,-85.15425
IN,Hamilton town,41.540188,-84.919827
IN,Hamlet town,41.379372,-86.583216
IN,Hammond city,41.618736,-87.494949
IN,Hanna CDP,41.412027,-86.779449
IN,Hanover town,38.707483,-85.467168
IN,Hardinsburg town,38.466505,-86.276354
IN,Harlan CDP,41.196543,-84.92454
IN,Harmony town,39.533682,-87.073125
IN,Harrodsburg CDP,39.01708,-86.554103
IN,Hartford City city,40.453659,-85.373184
IN,Hartsville town,39.266964,-85.699189
IN,Hatfield CDP,37.904019,-87.220719
IN,Haubstadt town,38.203242,-87.574735
IN,Hayden CDP,38.971424,-85.738896
IN,Hazleton town,38.488401,-87.539426
IN,Hebron town,41.32468,-87.201839
IN,Hedrick CDP,40.303093,-87.492397
IN,Henryville CDP,38.538634,-85.766283
IN,Herbst CDP,40.51453,-85.78138
IN,Heritage Lake CDP,39.737093,-86.70723
IN,Hidden Valley CDP,39.168288,-84.844952
IN,Highland town,41.546622,-87.457616
IN,Highland CDP,38.046149,-87.561715
IN,Hillsboro town,40.108825,-87.157607
IN,Hoagland CDP,40.951963,-84.995472
IN,Hobart city,41.51353,-87.276399
IN,Holland town,38.246024,-87.038284
IN,Holton town,39.07525,-85.384652
IN,Homecroft town,39.669584,-86.131174
IN,Hope town,39.299263,-85.765976
IN,Howe CDP,41.722822,-85.425486
IN,Hudson town,41.531821,-85.084035
IN,Hudson Lake CDP,41.711491,-86.550747
IN,Huntertown town,41.221557,-85.170255
IN,Huntingburg city,38.300925,-86.961909
IN,Huntington city,40.880825,-85.505497
IN,Hymera town,39.185877,-87.298928
IN,Idaville CDP,40.758765,-86.650563
IN,Independence CDP,40.337949,-87.171645
IN,Indianapolis city (balance),39.776664,-86.145935
IN,Indian Village town,41.714238,-86.232189
IN,Ingalls town,39.95895,-85.805753
IN,Jalapa CDP,40.626259,-85.74632
IN,Jamestown town,39.928634,-86.626033
IN,Jasonville city,39.161476,-87.199616
IN,Jasper city,38.393152,-86.940575
IN,Jeffersonville city,38.332415,-85.696087
IN,Jonesboro city,40.479731,-85.630385
IN,Jonesville town,39.05972,-85.88785
IN,Judyville CDP,40.358407,-87.396812
IN,Kempton town,40.287826,-86.229634
IN,Kendallville city,41.443361,-85.258154
IN,Kennard town,39.906345,-85.522131
IN,Kent CDP,38.737215,-85.538968
IN,Kentland town,40.773951,-87.446454
IN,Kewanna town,41.019332,-86.412545
IN,Kimmell CDP,41.393993,-85.548967
IN,Kingman town,39.96635,-87.278181
IN,Kingsbury town,41.530212,-86.697191
IN,Kingsford Heights town,41.478395,-86.693015
IN,Kirklin town,40.192783,-86.359192
IN,Knightstown town,39.795537,-85.530811
IN,Knightsville town,39.525352,-87.089134
IN,Knox city,41.291003,-86.621247
IN,Kokomo city,40.464011,-86.127349
IN,Koontz Lake CDP,41.412205,-86.47809
IN,Kouts town,41.317175,-87.026581
IN,Kramer CDP,40.338958,-87.285081
IN,Laconia town,38.031806,-86.085523
IN,La Crosse town,41.31777,-86.889786
IN,Ladoga town,39.916642,-86.799029
IN,Lafayette city,40.39941,-86.862806
IN,La Fontaine town,40.673893,-85.722023
IN,Lagrange town,41.648151,-85.418071
IN,Lagro town,40.841715,-85.727893
IN,Lake Dalecarlia CDP,41.337556,-87.402809
IN,Lake Holiday CDP,39.963522,-86.959925
IN,Lake Santee CDP,39.410327,-85.307703
IN,Lakes of the Four Seasons CDP,41.403672,-87.221375
IN,Lake Station city,41.576735,-87.252878
IN,Laketon CDP,40.981213,-85.839996
IN,Lake Village CDP,41.13083,-87.439024
IN,Lakeville town,41.528472,-86.275381
IN,Landess CDP,40.612633,-85.559275
IN,Lanesville town,38.239405,-85.982101
IN,La Paz town,41.456159,-86.308131
IN,Lapel town,40.033364,-85.84056
IN,La Porte city,41.606978,-86.713639
IN,Larwill town,41.179332,-85.623856
IN,Laurel town,39.502037,-85.187882
IN,Lawrence city,39.865956,-85.989646
IN,Lawrenceburg city,39.107385,-84.87577
IN,Leavenworth town,38.200084,-86.350105
IN,Lebanon city,40.033106,-86.448155
IN,Leesburg town,41.330693,-85.848984
IN,Leo-Cedarville town,41.220642,-85.021856
IN,Lewisville town,39.806604,-85.353095
IN,Liberty town,39.635043,-84.925123
IN,Ligonier city,41.461938,-85.595922
IN,Linden town,40.189009,-86.902291
IN,Linton city,39.035349,-87.157599
IN,Little York town,38.699306,-85.904558
IN,Livonia town,38.550552,-86.276315
IN,Lizton town,39.883762,-86.541554
IN,Logansport city,40.748067,-86.354722
IN,Long Beach town,41.743122,-86.848519
IN,Loogootee city,38.675652,-86.914124
IN,Losantville town,40.023528,-85.183459
IN,Lowell town,41.291948,-87.419877
IN,Lynn town,40.048718,-84.942455
IN,Lynnville town,38.19907,-87.317486
IN,Lyons town,38.988368,-87.081166
IN,McCordsville town,39.895092,-85.922155
IN,Mackey town,38.252045,-87.391015
IN,Macy town,40.958146,-86.128839
IN,Madison city,38.758829,-85.397135
IN,Manilla CDP,39.572711,-85.622005
IN,Marengo town,38.371346,-86.344353
IN,Marion city,40.549986,-85.66042
IN,Markle town,40.828358,-85.339518
IN,Markleville town,39.976338,-85.616677
IN,Marshall town,39.84768,-87.186785
IN,Marshfield CDP,40.251245,-87.452381
IN,Martinsville city,39.414711,-86.431699
IN,Matthews town,40.387457,-85.497778
IN,Mauckport town,38.024962,-86.199342
IN,Mecca town,39.727098,-87.331653
IN,Medaryville town,41.080356,-86.890549
IN,Medora town,38.824615,-86.171126
IN,Mellott town,40.164093,-87.148832
IN,Melody Hill CDP,38.024506,-87.513488
IN,Memphis CDP,38.494822,-85.767036
IN,Mentone town,41.173818,-86.038439
