state,city,latitude,longitude                                                                                                 
NE,Oxford village,40.253033,-99.63221
NE,Page village,42.400011,-98.417668
NE,Palisade village,40.348404,-101.107462
NE,Palmer village,41.22241,-98.259761
NE,Palmyra village,40.7057,-96.392119
NE,Panama village,40.599804,-96.511169
NE,Papillion city,41.143376,-96.07809
NE,Parks CDP,40.04362,-101.725113
NE,Pawnee City city,40.110621,-96.152966
NE,Paxton village,41.123371,-101.351957
NE,Pender village,42.110615,-96.711515
NE,Peru city,40.478512,-95.731392
NE,Petersburg village,41.853628,-98.081197
NE,Phillips village,40.89767,-98.214594
NE,Pickrell village,40.378319,-96.729117
NE,Pierce city,42.199274,-97.527952
NE,Pilger village,42.007495,-97.054876
NE,Plainview city,42.353346,-97.787145
NE,Platte Center village,41.537427,-97.488475
NE,Plattsmouth city,41.006236,-95.893088
NE,Pleasant Dale village,40.79121,-96.932966
NE,Pleasanton village,40.969882,-99.087826
NE,Plymouth village,40.302516,-96.988492
NE,Polk village,41.075208,-97.783774
NE,Ponca city,42.564953,-96.709162
NE,Poole CDP,40.992269,-98.960594
NE,Potter village,41.217308,-103.307428
NE,Prague village,41.309512,-96.808157
NE,Prairie Home CDP,40.862006,-96.524538
NE,Preston village,40.034587,-95.518106
NE,Primrose village,41.623798,-98.237395
NE,Princeton CDP,40.576029,-96.70595
NE,Prosser village,40.687385,-98.577967
NE,Raeville CDP,41.895582,-98.053616
NE,Ragan village,40.310771,-99.289628
NE,Ralston city,41.20001,-96.037825
NE,Randolph city,42.377499,-97.357823
NE,Ravenna city,41.023598,-98.907265
NE,Raymond village,40.956822,-96.781452
NE,Red Cloud city,40.08642,-98.522224
NE,Republican City village,40.098748,-99.222254
NE,Reynolds village,40.059811,-97.335947
NE,Richfield CDP,41.110763,-96.076324
NE,Richland village,41.436862,-97.214904
NE,Rising City village,41.198102,-97.297122
NE,Riverdale village,40.783886,-99.160459
NE,Riverton village,40.089715,-98.759642
NE,Roca village,40.658465,-96.661408
NE,Rockville village,41.118479,-98.831076
NE,Rogers village,41.464272,-96.915806
NE,Rosalie village,42.057348,-96.512761
NE,Roscoe CDP,41.131613,-101.585195
NE,Roseland village,40.469698,-98.558704
NE,Royal village,42.332941,-98.125047
NE,Rulo village,40.051659,-95.430573
NE,Rushville city,42.71338,-102.466563
NE,Ruskin village,40.144007,-97.86704
NE,St. Edward city,41.571449,-97.861197
NE,St. Helena village,42.810655,-97.248885
NE,St. Libory CDP,41.08214,-98.359077
NE,St. Paul city,41.213712,-98.459477
NE,Salem village,40.076889,-95.728522
NE,Santee village,42.838695,-97.84945
NE,Sarben CDP,41.166277,-101.304402
NE,Sargent city,41.639896,-99.368723
NE,Saronville village,40.602841,-97.938847
NE,Schuyler city,41.450134,-97.061591
NE,Scotia village,41.467778,-98.702415
NE,Scottsbluff city,41.868088,-103.662035
NE,Scribner city,41.665244,-96.665273
NE,Seneca CDP,42.043949,-100.832055
NE,Seward city,40.910169,-97.096092
NE,Shelby village,41.194247,-97.426267
NE,Shelton village,40.778439,-98.729387
NE,Shickley village,40.416519,-97.724088
NE,Sholes village,42.334813,-97.294619
NE,Shubert village,40.235914,-95.683615
NE,Sidney city,41.133633,-102.96954
NE,Silver Creek village,41.314413,-97.667087
NE,Smithfield village,40.573302,-99.740936
NE,Snyder village,41.704573,-96.786835
NE,South Bend village,41.001959,-96.248331
NE,South Sioux City city,42.463048,-96.413248
NE,Spalding village,41.689281,-98.362548
NE,Spencer village,42.875585,-98.699878
NE,Sprague village,40.626563,-96.744708
NE,Springfield city,41.085277,-96.13321
NE,Springview village,42.824883,-99.747541
NE,Stamford village,40.131243,-99.594438
NE,Stanton city,41.948045,-97.212275
NE,Staplehurst village,40.974663,-97.173191
NE,Stapleton village,41.480198,-100.51255
NE,Steele City village,40.036558,-97.022994
NE,Steinauer village,40.207289,-96.232901
NE,Stella village,40.232213,-95.773414
NE,Sterling village,40.461216,-96.377494
NE,Stockham village,40.71641,-97.943365
NE,Stockville village,40.533628,-100.384431
NE,Strang village,40.414858,-97.587094
NE,Stratton village,40.15018,-101.227937
NE,Stromsburg city,41.116416,-97.590615
NE,Stuart village,42.600788,-99.140459
NE,Sumner village,40.949024,-99.508084
NE,Sunol CDP,41.154105,-102.762746
NE,Superior city,40.02167,-98.061736
NE,Surprise village,41.104445,-97.309013
NE,Sutherland village,41.16013,-101.122671
NE,Sutton city,40.60681,-97.859129
NE,Swanton village,40.379603,-97.079821
NE,Syracuse city,40.663504,-96.182733
NE,Table Rock village,40.17828,-96.088716
NE,Talmage village,40.531595,-96.02385
NE,Tamora CDP,40.894442,-97.22952
NE,Tarnov village,41.614799,-97.502478
NE,Taylor village,41.769604,-99.381384
NE,Tecumseh city,40.371816,-96.188706
NE,Tekamah city,41.777803,-96.224498
NE,Terrytown city,41.84713,-103.670553
NE,Thayer village,40.970104,-97.496759
NE,Thedford village,41.979172,-100.574729
NE,Thurston village,42.174737,-96.7016
NE,Tilden city,42.043494,-97.831808
NE,Tobias village,40.418502,-97.336621
NE,Trenton village,40.174733,-101.013573
NE,Trumbull village,40.68004,-98.273454
NE,Tryon CDP,41.558444,-100.953594
NE,Uehling village,41.734704,-96.505644
NE,Ulysses village,41.07208,-97.203115
NE,Unadilla village,40.682701,-96.269878
NE,Union village,40.814362,-95.921457
NE,Upland village,40.319558,-98.902563
NE,Utica village,40.895279,-97.345349
NE,Valentine city,42.875511,-100.547067
NE,Valley city,41.317088,-96.361576
NE,Valparaiso village,41.08006,-96.833595
NE,Venango village,40.763664,-102.044184
NE,Venice CDP,41.239266,-96.351907
NE,Verdel village,42.811399,-98.193296
NE,Verdigre village,42.597246,-98.035599
NE,Verdon village,40.149086,-95.711196
NE,Virginia village,40.245859,-96.498824
NE,Waco village,40.897038,-97.461837
NE,Wahoo city,41.216179,-96.617868
NE,Wakefield city,42.266651,-96.862925
NE,Wallace village,40.837579,-101.164482
NE,Walthill village,42.148853,-96.49287
NE,Walton CDP,40.795958,-96.565763
NE,Wann CDP,41.141891,-96.364161
NE,Washington village,41.397626,-96.207454
NE,Waterbury village,42.45724,-96.735582
NE,Waterloo village,41.285569,-96.285055
NE,Wauneta village,40.416515,-101.376729
NE,Wausa village,42.497827,-97.539305
NE,Waverly city,40.911181,-96.534041
NE,Wayne city,42.238349,-97.01092
NE,Weeping Water city,40.869186,-96.140065
NE,Wellfleet village,40.753912,-100.731818
NE,Western village,40.393079,-97.198396
NE,Westerville CDP,41.396196,-99.381796
NE,Weston village,41.19314,-96.741985
NE,West Point city,41.837741,-96.705918
NE,White Clay CDP,42.997019,-102.555017
NE,Whitney village,42.783759,-103.256697
NE,Wilber city,40.480914,-96.964863
NE,Wilcox village,40.3644,-99.169257
NE,Willow Island CDP,40.890044,-100.070711
NE,Wilsonville village,40.1119,-100.106678
NE,Winnebago village,42.23838,-96.471521
NE,Winnetoon village,42.513528,-97.960134
NE,Winside village,42.177444,-97.175392
NE,Winslow village,41.610125,-96.504695
NE,Wisner city,41.989387,-96.914345
NE,Wolbach village,41.401728,-98.390162
NE,Wood Lake village,42.638344,-100.237122
NE,Woodland Hills CDP,40.751637,-96.423603
NE,Woodland Park CDP,42.05424,-97.345189
NE,Wood River city,40.819576,-98.604177
NE,Wymore city,40.121819,-96.664159
NE,Wynot village,42.739801,-97.169737
NE,Yankee Hill CDP,40.765291,-96.732217
NE,York city,40.870379,-97.592745
NE,Yutan city,41.242989,-96.39573
NV,Alamo CDP,37.377016,-115.167821
NV,Amargosa Valley CDP,36.543357,-116.483903
NV,Austin CDP,39.497535,-117.074009
NV,Baker CDP,39.018669,-114.121004
NV,Battle Mountain CDP,40.628371,-116.948553
NV,Beatty CDP,36.996162,-116.723473
NV,Beaverdam CDP,37.689804,-114.449037
NV,Bennett Springs CDP,37.714115,-114.466713
NV,Blue Diamond CDP,36.039949,-115.412799
NV,Boulder City city,35.84376,-114.911553
NV,Bunkerville CDP,36.756785,-114.131977
NV,Caliente city,37.645755,-114.492926
NV,Cal-Nev-Ari CDP,35.299581,-114.877731
NV,Carlin city,40.719013,-116.108045
NV,Carson City,39.15306,-119.747368
NV,Carter Springs CDP,38.861939,-119.641124
NV,Cold Springs CDP,39.69264,-119.977294
NV,Crescent Valley CDP,40.419777,-116.575315
NV,Crystal Bay CDP,39.230418,-120.002174
NV,Dayton CDP,39.271625,-119.544947
NV,Denio CDP,41.988859,-118.637483
NV,Double Spring CDP,38.77877,-119.615404
NV,Dry Valley CDP,37.884349,-114.305046
NV,Dyer CDP,37.656131,-118.027994
NV,East Valley CDP,38.942054,-119.693235
NV,Elko city,40.838111,-115.767809
NV,Ely city,39.264928,-114.870868
NV,Empire CDP,40.575917,-119.343073
NV,Enterprise CDP,36.009143,-115.227824
NV,Eureka CDP,39.5112,-115.965824
NV,Fallon city,39.473693,-118.777881
NV,Fallon Station CDP,39.414959,-118.716514
NV,Fernley city,39.56477,-119.189433
NV,Fish Springs CDP,38.953578,-119.651086
NV,Fort McDermitt CDP,41.965509,-117.639454
NV,Gabbs CDP,38.862777,-117.932144
NV,Gardnerville CDP,38.939,-119.736879
NV,Gardnerville Ranchos CDP,38.895719,-119.74915
NV,Genoa CDP,39.025623,-119.830929
NV,Gerlach CDP,40.645167,-119.361346
NV,Glenbrook CDP,39.100123,-119.927289
NV,Golconda CDP,40.952129,-117.499673
NV,Golden Valley CDP,39.61775,-119.823124
NV,Goldfield CDP,37.712171,-117.237854
NV,Goodsprings CDP,35.831884,-115.43534
NV,Grass Valley CDP,40.797081,-117.760261
NV,Hawthorne CDP,38.525267,-118.626031
NV,Henderson city,36.010155,-115.035751
NV,Hiko CDP,37.645235,-115.189053
NV,Humboldt River Ranch CDP,40.431795,-118.271874
NV,Imlay CDP,40.658037,-118.144022
NV,Incline Village CDP,39.265748,-119.94625
NV,Indian Hills CDP,39.091555,-119.797508
NV,Indian Springs CDP,36.571844,-115.720313
NV,Jackpot CDP,41.979455,-114.664598
NV,Johnson Lane CDP,39.064241,-119.720245
NV,Kingsbury CDP,38.990926,-119.883674
NV,Kingston CDP,39.210131,-117.067937
NV,Lakeridge CDP,39.038183,-119.942792
NV,Lamoille CDP,40.723853,-115.478949
NV,Las Vegas city,36.233499,-115.264037
NV,Laughlin CDP,35.14039,-114.616564
NV,Lemmon Valley CDP,39.687444,-119.833195
NV,Logan Creek CDP,39.06507,-119.92449
NV,Lovelock city,40.178738,-118.477442
NV,Lund CDP,38.864182,-115.009927
NV,McDermitt CDP,41.990328,-117.720796
NV,McGill CDP,39.401982,-114.777511
NV,Mesquite city,36.81112,-114.125652
NV,Mina CDP,38.390181,-118.111247
NV,Minden CDP,38.964576,-119.766621
NV,Moapa Town CDP,36.692535,-114.635647
NV,Moapa Valley CDP,36.604002,-114.449294
NV,Mogul CDP,39.516172,-119.923037
NV,Montello CDP,41.267013,-114.197065
NV,Mountain City CDP,41.83725,-115.963251
NV,Mount Charleston CDP,36.262524,-115.613859
NV,Mount Wilson CDP,38.234993,-114.450329
NV,Nellis AFB CDP,36.246585,-115.0571
NV,Nelson CDP,35.717933,-114.83135
NV,Nixon CDP,39.828015,-119.358952
NV,North Las Vegas city,36.281961,-115.087506
NV,Oasis CDP,41.028608,-114.476318
NV,Orovada CDP,41.549216,-117.823596
NV,Osino CDP,40.940877,-115.660774
NV,Owyhee CDP,41.927962,-116.21217
NV,Pahrump CDP,36.224045,-115.996744
NV,Panaca CDP,37.788116,-114.400539
NV,Paradise CDP,36.087148,-115.135519
NV,Paradise Valley CDP,41.484384,-117.546976
NV,Pioche CDP,37.951972,-114.443453
NV,Preston CDP,38.914945,-115.063674
NV,Rachel CDP,37.641436,-115.768129
NV,Reno city,39.549097,-119.849907
NV,Round Hill Village CDP,38.998185,-119.914964
NV,Ruhenstroth CDP,38.891296,-119.683291
NV,Ruth CDP,39.279288,-114.990045
NV,Sandy Valley CDP,35.842134,-115.630539
NV,Schurz CDP,38.979414,-118.833412
NV,Searchlight CDP,35.455431,-114.920426
NV,Silver City CDP,39.263889,-119.635697
NV,Silver Peak CDP,37.757726,-117.63865
NV,Silver Springs CDP,39.383454,-119.21464
NV,Skyland CDP,39.027253,-119.919196
NV,Smith Valley CDP,38.786902,-119.368659
NV,Spanish Springs CDP,39.655013,-119.668817
NV,Sparks city,39.574341,-119.715154
NV,Spring Creek CDP,40.744057,-115.598029
NV,Spring Valley CDP,36.095178,-115.263609
NV,Stagecoach CDP,39.365594,-119.383178
NV,Stateline CDP,38.965931,-119.942455
NV,Summerlin South CDP,36.124249,-115.332446
NV,Sunrise Manor CDP,36.178338,-115.048722
NV,Sun Valley CDP,39.610317,-119.777118
NV,Sutcliffe CDP,39.946058,-119.630514
NV,Tonopah CDP,38.08216,-117.224586
NV,Topaz Lake CDP,38.698694,-119.541597
NV,Topaz Ranch Estates CDP,38.735652,-119.500794
NV,Unionville CDP,40.44675,-118.123093
NV,Ursine CDP,37.977287,-114.22887
NV,Valmy CDP,40.790802,-117.126876
NV,Verdi CDP,39.521437,-119.983895
NV,Virginia City CDP,39.307469,-119.64827
NV,Wadsworth CDP,39.632166,-119.289032
NV,Walker Lake CDP,38.645758,-118.756291
NV,Washoe Valley CDP,39.292274,-119.776751
NV,Wells city,41.113155,-114.953537
NV,West Wendover city,40.740253,-114.078633
NV,Whitney CDP,36.100819,-115.037904
NV,Winchester CDP,36.136476,-115.137092
NV,Winnemucca city,40.964562,-117.724641
NV,Yerington city,38.955432,-119.110031
NV,Zephyr Cove CDP,39.013332,-119.923598
NH,Alton CDP,43.456398,-71.222338
NH,Amherst CDP,42.863576,-71.623821
NH,Antrim CDP,43.044018,-71.951029
NH,Ashland CDP,43.695909,-71.634771
NH,Bartlett CDP,44.073772,-71.282576
NH,Belmont CDP,43.439966,-71.478854
NH,Bennington CDP,43.003518,-71.920702
NH,Berlin city,44.484328,-71.277123
NH,Bethlehem CDP,44.278736,-71.689024
NH,Blodgett Landing CDP,43.375638,-72.039241
NH,Bradford CDP,43.271713,-71.961816
NH,Bristol CDP,43.603368,-71.734173
NH,Canaan CDP,43.650306,-72.015956
NH,Center Ossipee CDP,43.754212,-71.150814
NH,Center Sandwich CDP,43.811951,-71.441441
NH,Charlestown CDP,43.235548,-72.422511
NH,Claremont city,43.38647,-72.334496
NH,Colebrook CDP,44.894949,-71.494433
NH,Concord city,43.232493,-71.561252
NH,Contoocook CDP,43.230669,-71.713132
NH,Conway CDP,43.986651,-71.120357
NH,Derry CDP,42.887613,-71.282047
NH,Dover city,43.18636,-70.883623
NH,Durham CDP,43.142752,-70.925002
NH,East Merrimack CDP,42.871979,-71.481056
NH,Enfield CDP,43.6438,-72.146872
NH,Epping CDP,43.034896,-71.098414
NH,Exeter CDP,42.976981,-70.945458
NH,Farmington CDP,43.399424,-71.072384
NH,Francestown CDP,42.989413,-71.814072
NH,Franklin city,43.453915,-71.669893
NH,Goffstown CDP,43.022734,-71.598216
NH,Gorham CDP,44.393423,-71.19849
NH,Greenville CDP,42.772936,-71.80091
NH,Groveton CDP,44.611437,-71.517494
NH,Hampton CDP,42.943902,-70.825354
NH,Hampton Beach CDP,42.913965,-70.811752
NH,Hancock CDP,42.974555,-71.980055
NH,Hanover CDP,43.71159,-72.273144
NH,Henniker CDP,43.181516,-71.818818
NH,Hillsborough CDP,43.115572,-71.896797
NH,Hinsdale CDP,42.792146,-72.487888
NH,Hooksett CDP,43.093547,-71.457096
NH,Hudson CDP,42.763811,-71.43201
NH,Jaffrey CDP,42.811352,-72.023441
NH,Keene city,42.953842,-72.306875
NH,Klondike Corner CDP,42.959615,-71.63645
NH,Laconia city,43.576535,-71.482263
NH,Lancaster CDP,44.488623,-71.574224
NH,Lebanon city,43.635428,-72.253837
NH,Lincoln CDP,44.060725,-71.670862
NH,Lisbon CDP,44.211753,-71.909631
NH,Littleton CDP,44.330805,-71.768668
NH,Londonderry CDP,42.853398,-71.362425
NH,Loudon CDP,43.28183,-71.465082
NH,Manchester city,42.984941,-71.444131
NH,Marlborough CDP,42.904972,-72.211671
NH,Melvin Village CDP,43.690923,-71.307863
NH,Meredith CDP,43.652687,-71.49649
NH,Milford CDP,42.831645,-71.678708
NH,Milton CDP,43.402976,-70.992366
NH,Milton Mills CDP,43.506548,-70.966763
NH,Mountain Lakes CDP,44.124706,-71.957761
NH,Nashua city,42.749074,-71.490544
NH,New Boston CDP,42.977803,-71.693897
NH,Newfields CDP,43.035477,-70.939042
NH,New Hampton CDP,43.610629,-71.652754
NH,New London CDP,43.415739,-71.986142
NH,Newmarket CDP,43.075685,-70.940711
NH,Newport CDP,43.364896,-72.176631
NH,North Conway CDP,44.035719,-71.117232
NH,North Haverhill CDP,44.094493,-72.022331
NH,North Walpole CDP,43.146935,-72.446559
NH,North Woodstock CDP,44.039578,-71.695437
NH,Peterborough CDP,42.877243,-71.961109
NH,Pinardville CDP,43.001266,-71.513482
NH,Pittsfield CDP,43.300115,-71.331458
NH,Plainfield CDP,43.534503,-72.353638
NH,Plymouth CDP,43.738775,-71.702625
NH,Portsmouth city,43.060594,-70.780349
NH,Raymond CDP,43.035577,-71.175454
NH,Rochester city,43.298493,-70.977005
NH,Sanbornville CDP,43.552498,-71.029776
NH,Seabrook Beach CDP,42.880937,-70.824511
NH,Somersworth city,43.253476,-70.887944
NH,South Hooksett CDP,43.027768,-71.426844
NH,Suissevale CDP,43.722537,-71.363522
NH,Suncook CDP,43.135573,-71.450912
NH,Tilton Northfield CDP,43.444526,-71.592635
NH,Troy CDP,42.825843,-72.182874
NH,Union CDP,43.491165,-71.023068
NH,Walpole CDP,43.078344,-72.424804
NH,Warner CDP,43.284261,-71.824059
NH,West Stewartstown CDP,44.990616,-71.530184
NH,West Swanzey CDP,42.870597,-72.322406
NH,Whitefield CDP,44.371308,-71.609953
NH,Wilton CDP,42.846973,-71.73598
NH,Winchester CDP,42.779751,-72.384704
NH,Wolfeboro CDP,43.593631,-71.211633
NH,Woodsville CDP,44.141584,-72.02683
NJ,Absecon city,39.423563,-74.493025
NJ,Absecon Highlands CDP,39.442693,-74.470231
NJ,Allamuchy CDP,40.931361,-74.811743
NJ,Allendale borough,41.032669,-74.133826
NJ,Allenhurst borough,40.235945,-74.002417
NJ,Allentown borough,40.178578,-74.590056
NJ,Allenwood CDP,40.135366,-74.09805
NJ,Alloway CDP,39.561596,-75.345303
NJ,Alpha borough,40.659447,-75.157052
NJ,Alpine borough,40.968782,-73.916896
NJ,Ampere North CDP,40.77574,-74.191831
NJ,Anderson CDP,40.76126,-74.925569
NJ,Andover borough,40.985743,-74.743701
NJ,Annandale CDP,40.646818,-74.888144
NJ,Arrowhead Lake CDP,39.47512,-75.317828
NJ,Asbury CDP,40.698936,-75.007826
NJ,Asbury Park city,40.222884,-74.010232
NJ,Ashland CDP,39.876228,-75.008265
NJ,Atco CDP,39.769996,-74.861738
NJ,Atlantic City city,39.377297,-74.451082
NJ,Atlantic Highlands borough,40.411771,-74.019836
NJ,Auburn CDP,39.688041,-75.356261
NJ,Audubon borough,39.890128,-75.072382
NJ,Audubon Park borough,39.896837,-75.088819
NJ,Avalon borough,39.086453,-74.739003
NJ,Avenel CDP,40.584334,-74.271626
NJ,Avon-by-the-Sea borough,40.191418,-74.015105
NJ,Barclay CDP,39.901243,-75.000829
NJ,Bargaintown CDP,39.368123,-74.590822
NJ,Barnegat CDP,39.753903,-74.221654
NJ,Barnegat Light borough,39.753505,-74.104953
NJ,Barrington borough,39.868935,-75.051362
NJ,Basking Ridge CDP,40.706547,-74.557631
NJ,Bay Head borough,40.070315,-74.048162
NJ,Bayonne city,40.662495,-74.110201
NJ,Beach Haven borough,39.576031,-74.251791
NJ,Beach Haven West CDP,39.671611,-74.234941
NJ,Beachwood borough,39.928405,-74.202189
NJ,Beattystown CDP,40.820613,-74.856004
NJ,Beckett CDP,39.753142,-75.359455
NJ,Bedminster CDP,40.674281,-74.660502
NJ,Beesleys Point CDP,39.27718,-74.634869
NJ,Belford CDP,40.427906,-74.078743
NJ,Belle Mead CDP,40.468584,-74.657017
NJ,Belleplain CDP,39.25784,-74.874857
NJ,Bellmawr borough,39.866356,-75.09467
NJ,Belmar borough,40.179663,-74.02444
NJ,Belvidere town,40.829802,-75.073337
NJ,Bergenfield borough,40.922334,-73.998001
NJ,Berlin borough,39.792059,-74.936985
NJ,Bernardsville borough,40.730384,-74.592602
NJ,Beverly city,40.064811,-74.921904
NJ,Blackwells Mills CDP,40.480709,-74.59829
NJ,Blackwood CDP,39.799223,-75.063754
NJ,Blairstown CDP,40.987333,-74.954738
NJ,Blawenburg CDP,40.402646,-74.698565
NJ,Bloomingdale borough,41.035471,-74.335613
NJ,Bloomsbury borough,40.656886,-75.076225
NJ,Bogota borough,40.874293,-74.029737
NJ,Boonton town,40.903818,-74.406369
NJ,Bordentown city,40.149693,-74.707679
NJ,Bound Brook borough,40.567749,-74.53725
NJ,Bradley Beach borough,40.201604,-74.012056
NJ,Bradley Gardens CDP,40.572097,-74.663442
NJ,Brainards CDP,40.771764,-75.169933
NJ,Branchville borough,41.147238,-74.749042
NJ,Brass Castle CDP,40.763103,-75.026401
NJ,Bridgeport CDP,39.800908,-75.346946
NJ,Bridgeton city,39.429192,-75.228595
NJ,Bridgeville CDP,40.844168,-75.031767
NJ,Bridgewater Center CDP,40.602743,-74.646096
NJ,Brielle borough,40.105478,-74.063676
NJ,Brigantine city,39.413857,-74.377902
NJ,Broadway CDP,40.735575,-75.04953
NJ,Brookdale CDP,40.834296,-74.179793
NJ,Brookfield CDP,40.815021,-75.071814
NJ,Brooklawn borough,39.87935,-75.120396
NJ,Brookside CDP,40.79457,-74.564042
NJ,Browns Mills CDP,39.973149,-74.569211
NJ,Brownville CDP,40.399586,-74.293339
NJ,Budd Lake CDP,40.873494,-74.736828
NJ,Buena borough,39.52917,-74.945204
NJ,Burleigh CDP,39.047233,-74.846651
NJ,Burlington city,40.078824,-74.852483
NJ,Butler borough,40.997768,-74.347003
NJ,Buttzville CDP,40.828388,-75.00617
NJ,Byram Center CDP,40.932164,-74.71256
NJ,Caldwell borough,40.839235,-74.277026
NJ,Califon borough,40.719471,-74.836915
NJ,Camden city,39.936787,-75.106644
NJ,Cape May city,38.941147,-74.898372
NJ,Cape May Court House CDP,39.079177,-74.822549
NJ,Cape May Point borough,38.936909,-74.965374
NJ,Carlls Corner CDP,39.465903,-75.203634
NJ,Carlstadt borough,40.826431,-74.062335
NJ,Carneys Point CDP,39.705328,-75.467996
NJ,Carteret borough,40.58379,-74.227457
NJ,Cedar Glen Lakes CDP,39.953737,-74.400284
NJ,Cedar Glen West CDP,40.038015,-74.285803
NJ,Cedar Knolls CDP,40.818911,-74.455194
NJ,Cedarville CDP,39.338581,-75.214477
NJ,Centre Grove CDP,39.360939,-75.13648
NJ,Chatham borough,40.740686,-74.38448
NJ,Cherry Hill Mall CDP,39.938209,-75.012356
NJ,Chesilhurst borough,39.729795,-74.880531
NJ,Chester borough,40.790628,-74.690085
NJ,Clayton borough,39.664063,-75.074397
NJ,Clearbrook CDP,40.309839,-74.465188
NJ,Clementon borough,39.802681,-74.983763
NJ,Cliffside Park borough,40.82205,-73.987932
NJ,Cliffwood Beach CDP,40.44321,-74.217841
NJ,Clifton city,40.862137,-74.160393
NJ,Clinton town,40.636794,-74.915205
NJ,Closter borough,40.97289,-73.960315
NJ,Clyde CDP,40.487341,-74.513189
NJ,Collings Lakes CDP,39.595202,-74.888418
NJ,Collingswood borough,39.915275,-75.078391
NJ,Cologne CDP,39.493247,-74.608404
NJ,Colonia CDP,40.589329,-74.311415
NJ,Columbia CDP,40.925868,-75.094062
NJ,Concordia CDP,40.314592,-74.447362
NJ,Connecticut Farms CDP,40.693015,-74.271549
NJ,Cookstown CDP,40.043738,-74.547654
NJ,Corbin City city,39.301674,-74.705578
NJ,Country Lake Estates CDP,39.948988,-74.537929
NJ,Cranbury CDP,40.31345,-74.520233
NJ,Crandon Lakes CDP,41.122727,-74.840512
NJ,Cranford CDP,40.654374,-74.308632
NJ,Cream Ridge CDP,40.132217,-74.537254
NJ,Cresskill borough,40.940018,-73.958313
NJ,Crestwood Village CDP,39.955096,-74.352073
NJ,Crosswicks CDP,40.139855,-74.636524
NJ,Cumberland-Hesstown CDP,39.362237,-74.914481
NJ,Dayton CDP,40.377854,-74.507789
NJ,Deal borough,40.249701,-73.997458
NJ,Deans CDP,40.403154,-74.515311
NJ,Deerfield Street CDP,39.516398,-75.243953
NJ,Delaware CDP,40.892819,-75.069436
NJ,Delaware Park CDP,40.705117,-75.188273
NJ,Delmont CDP,39.215244,-74.94944
NJ,Demarest borough,40.954103,-73.954921
NJ,Dennisville CDP,39.206555,-74.818386
NJ,Diamond Beach CDP,38.959251,-74.852865
NJ,Dividing Creek CDP,39.270495,-75.100213
NJ,Dorchester CDP,39.269887,-74.971267
NJ,Dorothy CDP,39.404337,-74.831974
NJ,Dover town,40.8856,-74.559163
NJ,Dover Beaches North CDP,39.99354,-74.070657
NJ,Dover Beaches South CDP,39.954884,-74.081731
NJ,Dumont borough,40.945239,-73.992428
NJ,Dunellen borough,40.590294,-74.465652
NJ,Dutch Neck CDP,39.40166,-75.278671
NJ,East Franklin CDP,40.493307,-74.471073
NJ,East Freehold CDP,40.275752,-74.241309
NJ,East Millstone CDP,40.497223,-74.569735
NJ,East Newark borough,40.752011,-74.162189
NJ,East Orange city,40.765055,-74.211655
NJ,East Rocky Hill CDP,40.415152,-74.618012
NJ,East Rutherford borough,40.817097,-74.085024
NJ,East Vineland CDP,39.476623,-74.905702
NJ,Eatontown borough,40.291624,-74.054123
NJ,Echelon CDP,39.847234,-74.99368
NJ,Edgewater borough,40.82465,-73.973793
NJ,Egg Harbor City city,39.563687,-74.595865
NJ,Elizabeth city,40.666367,-74.193503
NJ,Ellisburg CDP,39.919889,-75.009336
NJ,Elmer borough,39.592258,-75.174569
NJ,Elmwood Park borough,40.904526,-74.119514
NJ,Elwood CDP,39.569375,-74.707921
NJ,Emerson borough,40.97499,-74.023248
NJ,Encore at Monroe CDP,40.319571,-74.467097
NJ,Englewood city,40.891197,-73.972515
NJ,Englewood Cliffs borough,40.884634,-73.944654
NJ,English Creek CDP,39.378511,-74.65031
NJ,Englishtown borough,40.296141,-74.359584
NJ,Erma CDP,38.994824,-74.891954
NJ,Essex Fells borough,40.828102,-74.276226
NJ,Estell Manor city,39.353933,-74.775135
NJ,Fair Haven borough,40.36194,-74.038775
NJ,Fair Lawn borough,40.93583,-74.117505
NJ,Fairton CDP,39.373352,-75.208845
NJ,Fairview borough,40.82111,-74.003032
NJ,Fairview CDP,40.365312,-74.080588
NJ,Fanwood borough,40.641701,-74.385692
NJ,Far Hills borough,40.690893,-74.621537
NJ,Farmingdale borough,40.198357,-74.170082
NJ,Fieldsboro borough,40.135471,-74.733355
NJ,Finderne CDP,40.561278,-74.574237
NJ,Finesville CDP,40.61159,-75.171543
NJ,Flagtown CDP,40.522523,-74.691039
NJ,Flanders CDP,40.843893,-74.709761
NJ,Flemington borough,40.508641,-74.859869
NJ,Florence CDP,40.11916,-74.808773
NJ,Florham Park borough,40.775992,-74.394315
NJ,Folsom borough,39.596745,-74.843163
NJ,Fords CDP,40.536036,-74.313545
NJ,Forked River CDP,39.825808,-74.180757
NJ,Forsgate CDP,40.349285,-74.467813
NJ,Fort Dix CDP,40.005611,-74.611072
NJ,Fortescue CDP,39.237004,-75.170521
NJ,Fort Lee borough,40.85064,-73.971007
NJ,Franklin borough,41.108997,-74.588641
NJ,Franklin Center CDP,40.531535,-74.54141
NJ,Franklin Lakes borough,41.007526,-74.205653
NJ,Franklin Park CDP,40.444632,-74.542041
NJ,Franklinville CDP,39.618004,-75.072981
NJ,Freehold borough,40.260219,-74.275884
NJ,Frenchtown borough,40.530537,-75.052846
